Nov-7,11-07,Ezekiel 16:42-17:24,Hebrews 8:1-13,Psalms 106:13-31,Proverbs 27:7-9
Nov-6,11-06,Ezekiel 14:12-16:41,Hebrews 7:18-28,Psalms 106:1-12,Proverbs 27:4-6
Nov-5,11-05,Ezekiel 12:1-14:11,Hebrews 7:1-17,Psalms 105:37-45,Proverbs 27:3
Nov-4,11-04,Ezekiel 10:1-11:25,Hebrews 6:1-20,Psalms 105:16-36,Proverbs 27:1-2
Nov-3,11-03,Ezekiel 7:1-9:11,Hebrews 5:1-14,Psalms 105:1-15,Proverbs 26:28
Nov-2,11-02,Ezekiel 3:16-6:14,Hebrews 4:1-16,Psalms 104:24-35,Proverbs 26:27
Nov-1,11-01,Ezekiel 1:1-3:15,Hebrews 3:1-19,Psalms 104:1-23,Proverbs 26:24-26
Oct-31,10-31,Lamentations 4:1-5:22,Hebrews 2:1-18,Psalms 103:1-22,Proverbs 26:23
Oct-30,10-30,Lamentations 3:1-66,Hebrews 1:1-14,Psalms 102:1-28,Proverbs 26:21-22
Oct-29,10-29,Lamentations 1:1-2:22,Philemon 1:1-25,Psalms 101:1-8,Proverbs 26:20
Oct-28,10-28,Jeremiah 51:54-52:34,Titus 3:1-15,Psalms 100:1-5,Proverbs 26:18-19
Oct-27,10-27,Jeremiah 51:1-53,Titus 2:1-15,Psalms 99:1-9,Proverbs 26:17
Oct-26,10-26,Jeremiah 49:23-50:46,Titus 1:1-16,Psalms 97:1-98:9,Proverbs 26:13-16
Oct-25,10-25,Jeremiah 48:1-49:22,2 Timothy 4:1-22,Psalms 95:1-96:13,Proverbs 26:9-12
Oct-24,10-24,Jeremiah 44:24-47:7,2 Timothy 2:22-3:17,Psalms 94:1-23,Proverbs 26:6-8
Oct-23,10-23,Jeremiah 42:1-44:23,2 Timothy 2:1-21,Psalms 92:1-93:5,Proverbs 26:3-5
Oct-22,10-22,Jeremiah 39:1-41:18,2 Timothy 1:1-18,Psalms 90:1-91:16,Proverbs 26:1-2
Oct-21,10-21,Jeremiah 37:1-38:28,1 Timothy 6:1-21,Psalms 89:38-52,Proverbs 25:28
Oct-20,10-20,Jeremiah 35:1-36:32,1 Timothy 5:1-25,Psalms 89:14-37,Proverbs 25:25-27
Oct-19,10-19,Jeremiah 33:1-34:22,1 Timothy 4:1-16,Psalms 89:1-13,Proverbs 25:23-24
Oct-18,10-18,Jeremiah 31:27-32:44,1 Timothy 3:1-16,Psalms 88:1-18,Proverbs 25:20-22
Oct-17,10-17,Jeremiah 30:1-31:26,1 Timothy 2:1-15,Psalms 87:1-7,Proverbs 25:18-19
Oct-16,10-16,Jeremiah 28:1-29:32,1 Timothy 1:1-20,Psalms 86:1-17,Proverbs 25:17
Oct-15,10-15,Jeremiah 26:1-27:22,2 Thessalonians 3:1-18,Psalms 85:1-13,Proverbs 25:16
Oct-14,10-14,Jeremiah 23:21-25:38,2 Thessalonians 2:1-17,Psalms 84:1-12,Proverbs 25:15
Oct-13,10-13,Jeremiah 22:1-23:20,2 Thessalonians 1:1-12,Psalms 83:1-18,Proverbs 25:11-14
Oct-12,10-12,Jeremiah 19:1-21:14,1 Thessalonians 5:4-28,Psalms 82:1-8,Proverbs 25:9-10
Oct-11,10-11,Jeremiah 16:16-18:23,1 Thessalonians 4:1-5:3,Psalms 81:1-16,Proverbs 25:6-8
Oct-10,10-10,Jeremiah 14:11-16:15,1 Thessalonians 2:9-3:13,Psalms 80:1-19,Proverbs 25:1-5
Oct-9,10-09,Jeremiah 12:1-14:10,1 Thessalonians 1:1-2:8,Psalms 79:1-13,Proverbs 24:30-34
Oct-8,10-08,Jeremiah 10:1-11:23,Colossians 3:18-4:18,Psalms 78:56-72,Proverbs 24:28-29
Oct-7,10-07,Jeremiah 8:8-9:26,Colossians 3:1-17,Psalms 78:32-55,Proverbs 24:27
Oct-6,10-06,Jeremiah 6:16-8:7,Colossians 2:8-23,Psalms 78:1-31,Proverbs 24:26
Oct-5,10-05,Jeremiah 4:19-6:15,Colossians 1:18-2:7,Psalms 77:1-20,Proverbs 24:23-25
Oct-4,10-04,Jeremiah 2:31-4:18,Colossians 1:1-17,Psalms 76:1-12,Proverbs 24:21-22
Oct-3,10-03,Jeremiah 1:1-2:30,Philippians 4:1-23,Psalms 75:1-10,Proverbs 24:17-20
Oct-2,10-02,Isaiah 66:1-24,Philippians 3:4-21,Psalms 74:1-23,Proverbs 24:15-16
Oct-1,10-01,Isaiah 62:6-65:25,Philippians 2:19-3:3,Psalms 73:1-28,Proverbs 24:13-14
Sep-30,09-30,Isaiah 60:1-62:5,Philippians 1:27-2:18,Psalms 72:1-20,Proverbs 24:11-12
Sep-29,09-29,Isaiah 57:15-59:21,Philippians 1:1-26,Psalms 71:1-24,Proverbs 24:9-10
Sep-28,09-28,Isaiah 54:1-57:14,Ephesians 6:1-24,Psalms 70:1-5,Proverbs 24:8
Sep-27,09-27,Isaiah 51:1-53:12,Ephesians 5:1-33,Psalms 69:19-36,Proverbs 24:7
Sep-26,09-26,Isaiah 48:12-50:11,Ephesians 4:17-32,Psalms 69:1-18,Proverbs 24:5-6
Sep-25,09-25,Isaiah 45:11-48:11,Ephesians 4:1-16,Psalms 68:19-35,Proverbs 24:3-4
Sep-24,09-24,Isaiah 43:14-45:10,Ephesians 3:1-21,Psalms 68:1-18,Proverbs 24:1-2
Sep-23,09-23,Isaiah 41:17-43:13,Ephesians 2:1-22,Psalms 67:1-7,Proverbs 23:29-35
Sep-22,09-22,Isaiah 39:1-41:16,Ephesians 1:1-23,Psalms 66:1-20,Proverbs 23:25-28
Sep-21,09-21,Isaiah 37:1-38:22,Galatians 6:1-18,Psalms 65:1-13,Proverbs 23:24
Sep-20,09-20,Isaiah 33:10-36:22,Galatians 5:13-26,Psalms 64:1-10,Proverbs 23:23
Sep-19,09-19,Isaiah 30:12-33:9,Galatians 5:1-12,Psalms 63:1-11,Proverbs 23:22
Sep-18,09-18,Isaiah 28:14-30:11,Galatians 3:23-4:31,Psalms 62:1-12,Proverbs 23:19-21
Sep-17,09-17,Isaiah 25:1-28:13,Galatians 3:10-22,Psalms 61:1-8,Proverbs 23:17-18
Sep-16,09-16,Isaiah 22:1-24:23,Galatians 2:17-3:9,Psalms 60:1-12,Proverbs 23:15-16
Sep-15,09-15,Isaiah 19:1-21:17,Galatians 2:1-16,Psalms 59:1-17,Proverbs 23:13-14
Sep-14,09-14,Isaiah 15:1-18:7,Galatians 1:1-24,Psalms 58:1-11,Proverbs 23:12
Sep-13,09-13,Isaiah 12:1-14:32,2 Corinthians 13:1-14,Psalms 57:1-11,Proverbs 23:9-11
Sep-12,09-12,Isaiah 10:1-11:16,2 Corinthians 12:11-21,Psalms 56:1-13,Proverbs 23:6-8
Sep-11,09-11,Isaiah 8:1-9:21,2 Corinthians 12:1-10,Psalms 55:1-23,Proverbs 23:4-5
Sep-10,09-10,Isaiah 6:1-7:25,2 Corinthians 11:16-33,Psalms 54:1-7,Proverbs 23:1-3
Sep-9,09-09,Isaiah 3:1-5:30,2 Corinthians 11:1-15,Psalms 53:1-6,Proverbs 22:28-29
Sep-8,09-08,Isaiah 1:1-2:22,2 Corinthians 10:1-18,Psalms 52:1-9,Proverbs 22:26-27
Sep-7,09-07,Song of Solomon 5:1-8:14,2 Corinthians 9:1-15,Psalms 51:1-19,Proverbs 22:24-25
Sep-6,09-06,Song of Solomon 1:1-4:16,2 Corinthians 8:16-24,Psalms 50:1-23,Proverbs 22:22-23
Sep-5,09-05,Ecclesiastes 10:1-12:14,2 Corinthians 8:1-15,Psalms 49:1-20,Proverbs 22:20-21
Sep-4,09-04,Ecclesiastes 7:1-9:18,2 Corinthians 7:8-16,Psalms 48:1-14,Proverbs 22:17-19
Sep-3,09-03,Ecclesiastes 4:1-6:12,2 Corinthians 6:14-7:7,Psalms 47:1-9,Proverbs 22:16
Sep-2,09-02,Ecclesiastes 1:1-3:22,2 Corinthians 6:1-13,Psalms 46:1-11,Proverbs 22:15
Sep-1,09-01,JOB 40:1-42:17,2 Corinthians 5:11-21,Psalms 45:1-17,Proverbs 22:14
Aug-31,08-31,JOB 37:1-39:30,2 Corinthians 4:13-5:10,Psalms 44:9-26,Proverbs 22:13
Aug-30,08-30,JOB 34:1-36:33,2 Corinthians 4:1-12,Psalms 44:1-8,Proverbs 22:10-12
Aug-29,08-29,JOB 31:1-33:33,2 Corinthians 3:1-18,Psalms 43:1-5,Proverbs 22:8-9
Aug-28,08-28,JOB 28:1-30:31,2 Corinthians 2:12-17,Psalms 42:1-11,Proverbs 22:7
Aug-27,08-27,JOB 23:1-27:23,2 Corinthians 1:12-2:11,Psalms 41:1-13,Proverbs 22:5-6
Aug-26,08-26,JOB 20:1-22:30,2 Corinthians 1:1-11,Psalms 40:11-17,Proverbs 22:2-4
Aug-25,08-25,JOB 16:1-19:29,1 Corinthians 16:1-24,Psalms 40:1-10,Proverbs 22:1
Aug-24,08-24,JOB 12:1-15:35,1 Corinthians 15:29-58,Psalms 39:1-13,Proverbs 21:30-31
Aug-23,08-23,JOB 8:1-11:20,1 Corinthians 15:1-28,Psalms 38:1-22,Proverbs 21:28-29
Aug-22,08-22,JOB 4:1-7:21,1 Corinthians 14:18-40,Psalms 37:30-40,Proverbs 21:27
Aug-21,08-21,JOB 1:1-3:26,1 Corinthians 14:1-17,Psalms 37:12-29,Proverbs 21:25-26
Aug-20,08-20,Ester 8:1-10:3,1 Corinthians 12:27-13:13,Psalms 37:1-11,Proverbs 21:23-24
Aug-19,08-19,Ester 4:1-7:10,1 Corinthians 12:1-26,Psalms 36:1-12,Proverbs 21:21-22
Aug-18,08-18,Ester 1:1-3:15,1 Corinthians 11:17-34,Psalms 35:17-28,Proverbs 21:19-20
Aug-17,08-17,Nehemiah 12:27-13:31,1 Corinthians 11:1-16,Psalms 35:1-16,Proverbs 21:17-18
Aug-16,08-16,Nehemiah 11:1-12:26,1 Corinthians 10:14-33,Psalms 34:11-22,Proverbs 21:14-16
Aug-15,08-15,Nehemiah 9:22-10:39,1 Corinthians 9:19-10:13,Psalms 34:1-10,Proverbs 21:13
Aug-14,08-14,Nehemiah 7:73-9:21,1 Corinthians 9:1-18,Psalms 33:12-22,Proverbs 21:11-12
Aug-13,08-13,Nehemiah 5:14-7:73,1 Corinthians 8:1-13,Psalms 33:1-11,Proverbs 21:8-10
Aug-12,08-12,Nehemiah 3:15-5:13,1 Corinthians 7:25-40,Psalms 32:1-11,Proverbs 21:5-7
Aug-11,08-11,Nehemiah 1:1-3:14,1 Corinthians 7:1-24,Psalms 31:19-24,Proverbs 21:4
Aug-10,08-10,Ezra 10:1-44,1 Corinthians 6:1-20,Psalms 31:9-18,Proverbs 21:3
Aug-9,08-09,Ezra 8:21-9:15,1 Corinthians 5:1-13,Psalms 31:1-8,Proverbs 21:1-2
Aug-8,08-08,Ezra 7:1-8:20,1 Corinthians 4:1-21,Psalms 30:1-12,Proverbs 20:28-30
Aug-7,08-07,Ezra 4:24-6:22,1 Corinthians 3:5-23,Psalms 29:1-11,Proverbs 20:26-27
Aug-6,08-06,Ezra 3:1-4:23,1 Corinthians 2:6-3:4,Psalms 28:1-9,Proverbs 20:24-25
Aug-5,08-05,Ezra 1:1-2:70,1 Corinthians 1:18-2:5,Psalms 27:7-14,Proverbs 20:22-23
Aug-4,08-04,2 Chronicles 35:1-36:23,1 Corinthians 1:1-17,Psalms 27:1-6,Proverbs 20:20-21
Aug-3,08-03,2 Chronicles 33:14-34:33,Romans 16:10-27,Psalms 26:1-12,Proverbs 20:19
Aug-2,08-02,2 Chronicles 32:1-33:13,Romans 15:23-16:9,Psalms 25:16-22,Proverbs 20:16-18
Aug-1,08-01,2 Chronicles 30:1-31:21,Romans 15:1-22,Psalms 25:1-15,Proverbs 20:13-15
Jul-31,07-31,2 Chronicles 29:1-36,Romans 14:1-23,Psalms 24:1-10,Proverbs 20:12
Jul-30,07-30,2 Chronicles 26:1-28:27,Romans 13:1-14,Psalms 23:1-6,Proverbs 20:11
Jul-29,07-29,2 Chronicles 24:1-25:28,Romans 12:1-21,Psalms 22:19-31,Proverbs 20:8-10
Jul-28,07-28,2 Chronicles 21:1-23:21,Romans 11:13-36,Psalms 22:1-18,Proverbs 20:7
Jul-27,07-27,2 Chronicles 19:1-20:37,Romans 10:14-11:12,Psalms 21:1-13,Proverbs 20:4-6
Jul-26,07-26,2 Chronicles 17:1-18:34,Romans 9:25-10:13,Psalms 20:1-9,Proverbs 20:2-3
Jul-25,07-25,2 Chronicles 14:1-16:14,Romans 9:1-24,Psalms 19:1-14,Proverbs 20:1
Jul-24,07-24,2 Chronicles 11:1-13:22,Romans 8:26-39,Psalms 18:37-50,Proverbs 19:27-29
Jul-23,07-23,2 Chronicles 8:11-10:19,Romans 8:9-25,Psalms 18:16-36,Proverbs 19:26
Jul-22,07-22,2 Chronicles 6:12-8:10,Romans 7:14-8:8,Psalms 18:1-15,Proverbs 19:24-25
Jul-21,07-21,2 Chronicles 4:1-6:11,Romans 7:1-13,Psalms 17:1-15,Proverbs 19:22-23
Jul-20,07-20,2 Chronicles 1:1-3:17,Romans 6:1-23,Psalms 16:1-11,Proverbs 19:20-21
Jul-19,07-19,1 Chronicles 28:1-29:30,Romans 5:6-21,Psalms 15:1-5,Proverbs 19:18-19
Jul-18,07-18,1 Chronicles 26:12-27:34,Romans 4:13-5:5,Psalms 14:1-7,Proverbs 19:17
Jul-17,07-17,1 Chronicles 24:1-26:11,Romans 4:1-12,Psalms 13:1-6,Proverbs 19:15-16
Jul-16,07-16,1 Chronicles 22:1-23:32,Romans 3:9-31,Psalms 12:1-8,Proverbs 19:13-14
Jul-15,07-15,1 Chronicles 19:1-21:30,Romans 2:25-3:8,Psalms 11:1-7,Proverbs 19:10-12
Jul-14,07-14,1 Chronicles 16:37-18:17,Romans 2:1-24,Psalms 10:16-18,Proverbs 19:8-9
Jul-13,07-13,1 Chronicles 15:1-16:36,Romans 1:18-32,Psalms 10:1-15,Proverbs 19:6-7
Jul-12,07-12,1 Chronicles 12:19-14:17,Romans 1:1-17,Psalms 9:13-20,Proverbs 19:4-5
Jul-11,07-11,1 Chronicles 11:1-12:18,Acts 28:1-31,Psalms 9:1-12,Proverbs 19:1-3
Jul-10,07-10,1 Chronicles 9:1-10:14,Acts 27:21-44,Psalms 8:1-9,Proverbs 18:23-24
Jul-9,07-09,1 Chronicles 7:1-8:40,Acts 27:1-20,Psalms 7:1-17,Proverbs 18:22
Jul-8,07-08,1 Chronicles 5:18-6:81,Acts 26:1-32,Psalms 6:1-10,Proverbs 18:20-21
Jul-7,07-07,1 Chronicles 4:5-5:17,Acts 25:1-27,Psalms 5:1-12,Proverbs 18:19
Jul-6,07-06,1 Chronicles 2:18-4:4,Acts 24:1-27,Psalms 4:1-8,Proverbs 18:16-18
Jul-5,07-05,1 Chronicles 1:1-2:17,Acts 23:11-35,Psalms 3:1-8,Proverbs 18:14-15
Jul-4,07-04,2 Kings 23:31-25:30,Acts 22:17-23:10,Psalms 2:1-12,Proverbs 18:13
Jul-3,07-03,2 Kings 22:3-23:30,Acts 21:37-22:16,Psalms 1:1-6,Proverbs 18:11-12
Jul-2,07-02,2 Kings 20:1-22:2,Acts 21:18-36,Psalms 150:1-6,Proverbs 18:9-10
Jul-1,07-01,2 Kings 18:13-19:37,Acts 21:1-17,Psalms 149:1-9,Proverbs 18:8
Jun-30,06-30,2 Kings 17:1-18:12,Acts 20:1-38,Psalms 148:1-14,Proverbs 18:6-7
Jun-29,06-29,2 Kings 15:1-16:20,Acts 19:13-41,Psalms 147:1-20,Proverbs 18:4-5
Jun-28,06-28,2 Kings 13:1-14:29,Acts 18:23-19:12,Psalms 146:1-10,Proverbs 18:2-3
Jun-27,06-27,2 Kings 10:32-12:21,Acts 18:1-22,Psalms 145:1-21,Proverbs 18:1
Jun-26,06-26,2 Kings 9:14-10:31,Acts 17:1-34,Psalms 144:1-15,Proverbs 17:27-28
Jun-25,06-25,2 Kings 8:1-9:13,Acts 16:16-40,Psalms 143:1-12,Proverbs 17:26
Jun-24,06-24,2 Kings 6:1-7:20,Acts 15:36-16:15,Psalms 142:1-7,Proverbs 17:24-25
Jun-23,06-23,2 Kings 4:18-5:27,Acts 15:1-35,Psalms 141:1-10,Proverbs 17:23
Jun-22,06-22,2 Kings 3:1-4:17,Acts 14:8-28,Psalms 140:1-13,Proverbs 17:22
Jun-21,06-21,2 Kings 1:1-2:25,Acts 13:42-14:7,Psalms 139:1-24,Proverbs 17:19-21
Jun-20,06-20,1 Kings 22:1-53,Acts 13:16-41,Psalms 138:1-8,Proverbs 17:17-18
Jun-19,06-19,1 Kings 20:1-21:29,Acts 12:24-13:15,Psalms 137:1-9,Proverbs 17:16
Jun-18,06-18,1 Kings 19:1-21,Acts 12:1-23,Psalms 136:1-26,Proverbs 17:14-15
Jun-17,06-17,1 Kings 18:1-46,Acts 11:1-30,Psalms 135:1-21,Proverbs 17:12-13
Jun-16,06-16,1 Kings 15:25-17:24,Acts 10:24-48,Psalms 134:1-3,Proverbs 17:9-11
Jun-15,06-15,1 Kings 14:1-15:24,Acts 10:1-23,Psalms 133:1-3,Proverbs 17:7-8
Jun-14,06-14,1 Kings 12:20-13:34,Acts 9:26-43,Psalms 132:1-18,Proverbs 17:6
Jun-13,06-13,1 Kings 11:1-12:19,Acts 9:1-25,Psalms 131:1-3,Proverbs 17:4-5
Jun-12,06-12,1 Kings 9:1-10:29,Acts 8:14-40,Psalms 130:1-8,Proverbs 17:2-3
Jun-11,06-11,1 Kings 8:1-66,Acts 7:51-8:13,Psalms 129:1-8,Proverbs 17:1
Jun-10,06-10,1 Kings 7:1-51,Acts 7:30-50,Psalms 128:1-6,Proverbs 16:31-33
Jun-9,06-09,1 Kings 5:1-6:38,Acts 7:1-29,Psalms 127:1-5,Proverbs 16:28-30
Jun-8,06-08,1 Kings 3:3-4:34,Acts 6:1-15,Psalms 126:1-6,Proverbs 16:26-27
Jun-7,06-07,1 Kings 2:1-3:2,Acts 5:1-42,Psalms 125:1-5,Proverbs 16:25
Jun-6,06-06,1 Kings 1:1-53,Acts 4:1-37,Psalms 124:1-8,Proverbs 16:24
Jun-5,06-05,2 Samuel 23:24-24:25,Acts 3:1-26,Psalms 123:1-4,Proverbs 16:21-23
Jun-4,06-04,2 Samuel 22:1-23:23,Acts 2:1-47,Psalms 122:1-9,Proverbs 16:19-20
Jun-3,06-03,2 Samuel 20:14-21:22,Acts 1:1-26,Psalms 121:1-8,Proverbs 16:18
Jun-2,06-02,2 Samuel 19:11-20:13,John 21:1-25,Psalms 120:1-7,Proverbs 16:16-17
Jun-1,06-01,2 Samuel 18:1-19:10,John 20:1-31,Psalms 119:153-176,Proverbs 16:14-15
May-31,05-31,2 Samuel 17:1-29,John 19:23-42,Psalms 119:129-152,Proverbs 16:12-13
May-30,05-30,2 Samuel 15:23-16:23,John 18:25-19:22,Psalms 119:113-128,Proverbs 16:10-11
May-29,05-29,2 Samuel 14:1-15:22,John 18:1-24,Psalms 119:97-112,Proverbs 16:8-9
May-28,05-28,2 Samuel 13:1-39,John 17:1-26,Psalms 119:81-96,Proverbs 16:6-7
May-27,05-27,2 Samuel 12:1-31,John 16:1-33,Psalms 119:65-80,Proverbs 16:4-5
May-26,05-26,2 Samuel 9:1-11:27,John 15:1-27,Psalms 119:49-64,Proverbs 16:1-3
May-25,05-25,2 Samuel 7:1-8:18,John 14:15-31,Psalms 119:33-48,Proverbs 15:33
May-24,05-24,2 Samuel 4:1-6:23,John 13:31-14:14,Psalms 119:17-32,Proverbs 15:31-32
May-23,05-23,2 Samuel 2:12-3:39,John 13:1-30,Psalms 119:1-16,Proverbs 15:29-30
May-22,05-22,2 Samuel 1:1-2:11,John 12:20-50,Psalms 118:19-29,Proverbs 15:27-28
May-21,05-21,1 Samuel 29:1-31:13,John 11:55-12:19,Psalms 118:1-18,Proverbs 15:24-26
May-20,05-20,1 Samuel 26:1-28:25,John 11:1-54,Psalms 117:1-2,Proverbs 15:22-23
May-19,05-19,1 Samuel 24:1-25:44,John 10:22-42,Psalms 116:1-19,Proverbs 15:20-21
May-18,05-18,1 Samuel 22:1-23:29,John 10:1-21,Psalms 115:1-18,Proverbs 15:18-19
May-17,05-17,1 Samuel 20:1-21:15,John 9:1-41,Psalms 113:1-114:8,Proverbs 15:15-17
May-16,05-16,1 Samuel 18:5-19:24,John 8:31-59,Psalms 112:1-10,Proverbs 15:12-14
May-15,05-15,1 Samuel 17:1-18:4,John 8:21-30,Psalms 111:1-10,Proverbs 15:11
May-14,05-14,1 Samuel 15:1-16:23,John 8:1-20,Psalms 110:1-7,Proverbs 15:8-10
May-13,05-13,1 Samuel 14:1-52,John 7:31-53,Psalms 109:1-31,Proverbs 15:5-7
May-12,05-12,1 Samuel 12:1-13:23,John 7:1-30,Psalms 108:1-13,Proverbs 15:4
May-11,05-11,1 Samuel 10:1-11:15,John 6:43-71,Psalms 107:1-43,Proverbs 15:1-3
May-10,05-10,1 Samuel 8:1-9:27,John 6:22-42,Psalms 106:32-48,Proverbs 14:34-35
May-9,05-09,1 Samuel 5:1-7:17,John 6:1-21,Psalms 106:13-31,Proverbs 14:32-33
May-8,05-08,1 Samuel 2:22-4:22,John 5:24-47,Psalms 106:1-12,Proverbs 14:30-31
May-7,05-07,1 Samuel 1:1-2:21,John 5:1-23,Psalms 105:37-45,Proverbs 14:28-29
May-6,05-06,Ruth 2:1-4:22,John 4:43-54,Psalms 105:16-36,Proverbs 14:26-27
May-5,05-05,Judges 21:1-25-Ruth 1:1-22,John 4:4-42,Psalms 105:1-15,Proverbs 14:25
